Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
7804,2:10:59,Jonathan Kipchirchir Chesoo,KEN,01.01.1988,4,Dublin,31.10.2011,Men,Marathon
7804,2:10:59,Jin-Hyeong Jeong,KOR,01.06.1990,8,Seoul,07.11.2010,Men,Marathon
7804,2:10:59,Jacob Kipkorir Chesire,KEN,01.01.1982,1,Košice,04.10.2009,Men,Marathon
7804,2:10:59,Gashaw Melese Asfaw,ETH,26.09.1978,4f1,Dubai,16.01.2009,Men,Marathon
7804,2:10:59,Raymond Kemboi,KEN,08.02.1986,1,Toulouse,26.10.2014,Men,Marathon
7804,2:10:59,Felix Limo,KEN,22.08.1980,5,Fukuoka,07.12.2008,Men,Marathon
7804,2:10:59,Ahmed Baday,MAR,15.06.1974,9,Hamburg,27.04.2008,Men,Marathon
7804,2:10:59,Yuriy Hichun,UKR,10.02.1977,1,Debno,13.04.2008,Men,Marathon
7804,2:10:59,Leonid Shvetsov,RUS,28.03.1969,4,Otsu,05.03.2006,Men,Marathon
7804,2:10:59,Isaac Wanjohi Macharia,KEN,25.11.1978,1,Nagano,17.04.2005,Men,Marathon
7804,2:10:59,Tesfaye Eticha,ETH,16.09.1974,1,Zürich,13.04.2003,Men,Marathon
7804,2:10:59,Luc Krotwaar,NED,25.01.1968,5,Rotterdam,21.04.2002,Men,Marathon
7804,2:10:59,Paul Yego,KEN,25.11.1968,4,Amsterdam,02.11.1997,Men,Marathon
7804,2:10:59,Michael Fietz,GER,13.11.1967,1,Frankfurt,26.10.1997,Men,Marathon
7804,2:10:59,Richard Ringer,GER,27.02.1989,36,Valencia,06.12.2020,Men,Marathon
7804,2:10:59,Sean Wade,IRL,03.02.1966,4,Houston,21.01.1996,Men,Marathon
7804,2:10:59,Khalid Boumelili,MAR,10.04.1978,6,Seoul,02.11.2008,Men,Marathon
7804,2:10:59,Kaan Kigen Özbilen,KEN,15.01.1986,7,Paris,06.04.2014,Men,Marathon
7804,2:10:59,Debeko Dasa,ETH,28.03.1999,3,Madrid,26.09.2021,Men,Marathon
7865,2:11:00,Masresha Bere,ETH,11.01.1998,2,Linz,24.10.2021,Men,Marathon
7865,2:11:00,Julius Tuwei,KEN,26.09.1993,3,Hefei,10.11.2019,Men,Marathon
7865,2:11:00,Rodolfo Gómez,MEX,30.10.1950,1,Tokyo,01.03.1981,Men,Marathon
7865,2:11:00,Greg Meyer,USA,18.09.1955,1,Chicago,26.09.1982,Men,Marathon
7865,2:11:00,Mariko Kipchumba Kiplagat,KEN,04.07.1974,1,Beijing,20.09.2015,Men,Marathon
7865,2:11:00,Daniel Mateo,ESP,31.08.1989,24,Sevilla,20.02.2022,Men,Marathon
7865,2:11:00,Jesús Herrera,MEX,22.03.1962,4,Los Angeles,19.02.1984,Men,Marathon
7865,2:11:00,Ernest Tjela,LES,16.10.1954,3,Port Elizabeth,03.05.1986,Men,Marathon
7865,2:11:00,Negash Dube,ETH,20.05.1968,4,Tokyo,10.02.1991,Men,Marathon
7865,2:11:00,Carlos Patricio,POR,09.01.1964,1,Wien,18.04.1993,Men,Marathon
7865,2:11:00,James Wainaina,KEN,16.06.1981,7,Tokyo,08.02.2004,Men,Marathon
7865,2:11:00,Tafese Delelegn,ETH,11.09.1989,4,Chengdu,27.10.2019,Men,Marathon
7865,2:11:00,John Ekiru Kelai,KEN,29.12.1976,1,Bruxelles,10.10.2004,Men,Marathon
7865,2:11:00,Kurao Umeki,JPN,30.09.1975,6,Tokyo,17.02.2008,Men,Marathon
7865,2:11:00,David Cheruiyot Ngeny,KEN,05.05.1981,1,Ottawa,25.05.2008,Men,Marathon
7865,2:11:00,Sammy Kiptoo Kurgat,KEN,01.01.1975,4f1,Xiamen,03.01.2009,Men,Marathon
7865,2:11:00,Jeffrey Hunt,AUS,24.07.1982,3,Beppu,07.02.2010,Men,Marathon
7865,2:11:00,Trevor Hofbauer,CAN,08.03.1992,5,Toronto,16.10.2022,Men,Marathon
7865,2:11:00,Mohamed Reda El Aaraby,MAR,12.11.1989,4,New York,06.11.2022,Men,Marathon
7865,2:11:00,Marilson Gomes Dos Santos,BRA,06.08.1977,9,Hamburg,26.04.2015,Men,Marathon
7865,2:11:00,Moses Ndiema Masai,KEN,01.06.1986,17,Dubai,25.01.2013,Men,Marathon
7865,2:11:00,Isaac Waweru Macharia,KEN,25.11.1980,11,Seoul,18.03.2012,Men,Marathon
7865,2:11:00,Franklin Chepkwony,KEN,15.06.1984,2,Nairobi,30.10.2011,Men,Marathon
7865,2:11:00,Viktor Röthlin,SUI,14.10.1974,4,Zürich,03.04.2005,Men,Marathon
7865,2:11:00,Abraham Tandoi,KEN,12.12.1974,3,Zürich,17.04.2011,Men,Marathon
7865,2:11:00,Japheth Kosgei,KEN,01.01.1988,7,Rabat,21.04.2019,Men,Marathon
7865,2:11:00,Mark Korir,KEN,06.08.1988,6,Gyeongju,21.10.2018,Men,Marathon
7865,2:11:00,Kinde Atanaw,ETH,15.04.1993,6,Praha,30.05.2021,Men,Marathon
7865,2:11:00,Jake Smith,GBR,19.05.1998,1,Pulford,25.04.2021,Men,Marathon
7865,2:11:00,Junnosuke Matsuo,JPN,15.06.1997,17,Oita,02.02.2020,Men,Marathon
7865,2:11:00,Ismael Kiprono,KEN,17.05.1998,28,Sevilla,15.02.2026,Men,Marathon
7865,2:11:00,Josh Izewski,USA,29.04.1990,7,Gold Coast,06.07.2025,Men,Marathon
7865,2:11:00,Deribe Robi,ETH,26.09.1990,8,Eindhoven,09.10.2016,Men,Marathon
7865,2:11:00,Victor Kiplimo,KEN,01.01.1990,5,Linz,13.04.2025,Men,Marathon
7865,2:11:00,Alemayehu Ameta Belachew,ETH,26.10.1985,2,Wuhan,14.04.2019,Men,Marathon
7865,2:11:00,Leonard Chemonges,UGA,03.03.1991,10,Daegu,23.02.2025,Men,Marathon
7865,2:11:00,Elijah Thiga,KEN,,12,Seoul,16.03.2025,Men,Marathon
7865,2:11:00,Zhongrui Guo,CHN,14.10.1999,7,Beijing,03.11.2024,Men,Marathon
7865,2:11:00,Nathan Martin,USA,18.12.1989,7,Orlando,03.02.2024,Men,Marathon
7865,2:11:00,Lameck Too,KEN,01.01.1995,3,Nairobi,29.10.2023,Men,Marathon
7865,2:11:00,David Kiprono,KEN,13.02.1990,2,La Rochelle,27.11.2022,Men,Marathon
7865,2:11:00,Michel Butter,NED,05.11.1985,13,Rotterdam,09.04.2017,Men,Marathon
7865,2:11:00,Sylvester Kimeli Teimet,KEN,04.06.1984,4,Hangzhou,05.11.2017,Men,Marathon
7865,2:11:00,Ezekiel Chebii,KEN,03.01.1991,8,Otsu,04.03.2018,Men,Marathon
7865,2:11:00,Tsedat Abeje Ayana,ETH,18.02.1996,1,Riga,20.05.2018,Men,Marathon
7865,2:11:00,Kelkile Gezahegn,ETH,01.10.1996,1,Lanzhou,10.06.2018,Men,Marathon
7865,2:11:00,Theophilus Yator,KEN,,44,Valencia,01.12.2024,Men,Marathon
7865,2:11:00,Naoto Yoneda,JPN,06.01.1981,5,Otsu,07.03.2010,Men,Marathon
7913,2:11:01,Takeshi Soh,JPN,09.01.1953,8,Hiroshima,14.04.1985,Men,Marathon
7913,2:11:01,Willie Mtolo,RSA,05.05.1964,2,Stellenbosch,02.05.1987,Men,Marathon
7913,2:11:01,Maurilio Castillo,MEX,01.12.1962,1,St. Paul,14.10.1990,Men,Marathon
7913,2:11:01,Ryu Takaku,JPN,18.02.1993,34,Tokyo,06.03.2022,Men,Marathon
7913,2:11:01,Nicholas Kirwa,KEN,16.06.1994,6,Madrid,27.04.2019,Men,Marathon
7913,2:11:01,Alfred Kering,KEN,20.11.1978,7,Rabat,05.03.2017,Men,Marathon
7913,2:11:01,Victor Kipchirchir,KEN,05.12.1987,1,Santiago de Chile,03.04.2016,Men,Marathon
7913,2:11:01,Javier Guerra,ESP,10.11.1983,9,Tokyo,28.02.2016,Men,Marathon
7913,2:11:01,Mekuant Ayenew,ETH,24.10.1991,3,Hefei,25.10.2015,Men,Marathon
7913,2:11:01,Raúl Pacheco,PER,26.04.1979,6,Rotterdam,12.04.2015,Men,Marathon
7913,2:11:01,Berhanu Shiferaw,ETH,31.05.1993,9,Seoul,15.03.2015,Men,Marathon
7913,2:11:01,Dereje Debele,ETH,28.06.1986,4,Hengshui,21.09.2013,Men,Marathon
7913,2:11:01,Mikel Kiprotich Mutai,KEN,20.11.1987,4,Chongqing,23.03.2013,Men,Marathon
7913,2:11:01,Isaac Toroitich Kosgei,KEN,01.01.1981,4,Valencia,18.11.2012,Men,Marathon
7913,2:11:01,Tola Bane,ETH,21.03.1988,9,Frankfurt,28.10.2012,Men,Marathon
7913,2:11:01,Haile Haja Gemeda,ETH,22.10.1988,12,Paris,15.04.2012,Men,Marathon
7913,2:11:01,Tadesse Asefa,ETH,01.01.1994,3,Gunsan,08.04.2018,Men,Marathon
7913,2:11:01,Mohamed Ikoki Msandeki,TAN,03.12.1985,1,Mainz,09.05.2010,Men,Marathon
7913,2:11:01,Victor Wachira Miano,KEN,09.03.1985,4,Zhengzhou,26.03.2017,Men,Marathon
7913,2:11:01,Benard Chepkwony,KEN,29.12.1986,1,Nairobi,26.10.2025,Men,Marathon
7913,2:11:01,Gideon Kiprop,KEN,01.01.2005,2,Porto,03.11.2024,Men,Marathon
7913,2:11:01,Samuel Freire,CPV,28.08.1990,47,Sevilla,18.02.2024,Men,Marathon
7913,2:11:01,Derara Hurisa,ETH,12.07.1997,2,Stockholm,03.06.2023,Men,Marathon
7913,2:11:01,Hassan Toriss,MAR,10.11.1992,5,Rabat,30.04.2023,Men,Marathon
7913,2:11:01,Joshua Kemboi,KEN,01.01.1992,15,Hamburg,23.04.2023,Men,Marathon
7913,2:11:01,Akira Tomiyasu,JPN,07.03.1996,28,Tokyo,05.03.2023,Men,Marathon
7913,2:11:01,Solomon Mutai,UGA,22.10.1992,6,Enschede,24.04.2022,Men,Marathon
7913,2:11:01,Mark Plaatjes,RSA,01.06.1961,2,Berlin,29.09.1991,Men,Marathon
7913,2:11:01,Douglass Kimeli Kiprugut,KEN,14.05.1990,3,Hangzhou,03.11.2019,Men,Marathon
7913,2:11:01,Ben Kimutai Kimwole,KEN,01.01.1978,1,Monaco,22.03.2009,Men,Marathon
7913,2:11:01,Jörg Peter,GER,23.10.1955,3,Rotterdam,05.04.1992,Men,Marathon
7913,2:11:01,David Mcglynn,IRL,05.05.1999,5,Dublin,26.10.2025,Men,Marathon
7913,2:11:01,Andrew Masai,KEN,13.12.1960,3,Paris,24.04.1994,Men,Marathon
7913,2:11:01,Michael O'Reilly,GBR,23.04.1958,1,Otsu,14.03.1993,Men,Marathon
7913,2:11:01,Kazuhiro Maeda,JPN,19.04.1981,2,Tokyo,22.03.2009,Men,Marathon
7913,2:11:01,Philemon Gitia Baaru,KEN,20.05.1981,2,Nairobi,26.10.2008,Men,Marathon
7913,2:11:01,Kenneth Mburu Mungara,KEN,07.09.1973,1,Toronto,28.09.2008,Men,Marathon
7913,2:11:01,Grigoriy Andreyev,RUS,07.01.1976,6,Torino,13.04.2008,Men,Marathon
7913,2:11:01,Albert Kiplagat Matebor,KEN,25.12.1980,6,Seoul,16.03.2008,Men,Marathon
7913,2:11:01,Sisay Lemma,ETH,12.12.1990,4,Chicago,08.10.2017,Men,Marathon
7913,2:11:01,Tadakatsu Mukae,JPN,17.10.1976,9,Otsu,07.03.2004,Men,Marathon
7913,2:11:01,Luiz Carlos Da Silva,BRA,23.01.1969,13,Berlin,28.09.1997,Men,Marathon
7913,2:11:01,Mukhamet Nazipov,RUS,10.09.1961,5,Paris,05.04.1998,Men,Marathon
7913,2:11:01,Japheth Kosgei,KEN,20.12.1968,9,Frankfurt,28.10.2007,Men,Marathon
7913,2:11:01,Abel Gisemba,KEN,07.07.1971,2,Frankfurt,29.10.2000,Men,Marathon
7913,2:11:01,Takayuki Shimazaki,JPN,03.05.1969,10,Beijing,14.10.2001,Men,Marathon
7913,2:11:01,Turbo Tumo,ETH,23.02.1970,5,Berlin,20.09.1998,Men,Marathon
7960,2:11:02,Edwin Kiprop,KEN,01.01.1987,2,Zürich,06.04.2014,Men,Marathon
7960,2:11:02,Paulo Roberto Paula,BRA,08.07.1979,6,Fukuoka,06.12.2015,Men,Marathon
7960,2:11:02,Abebe Negewo,ETH,20.05.1984,5,Roma,10.04.2016,Men,Marathon
7960,2:11:02,Tuemay Weldlibanos Tsegay,ERI,20.12.1995,3,Košice,06.10.2019,Men,Marathon
7960,2:11:02,Hassane Ahouchar,MAR,01.01.1975,6,Valencia,20.11.2016,Men,Marathon
7960,2:11:02,Masato Imai,JPN,02.04.1984,14,Tokyo,26.02.2017,Men,Marathon
7960,2:11:02,Philip Sanga Kimutai,KEN,10.09.1983,4,Ljubljana,29.10.2017,Men,Marathon
7960,2:11:02,Isaac Kedikou,BRN,26.08.1990,5,Hangzhou,05.11.2017,Men,Marathon
7960,2:11:02,Reuben Kerio,KEN,02.06.1994,8,Daegu,01.04.2018,Men,Marathon
7960,2:11:02,Gebretsadik Abraha,ETH,16.07.1992,5,Chongqing,31.03.2019,Men,Marathon
7960,2:11:02,Satoru Sasaki,JPN,16.10.1985,3,Sydney,15.09.2019,Men,Marathon
7960,2:11:02,Joaquin Arbe,ARG,25.08.1990,6,Buenos Aires,22.09.2019,Men,Marathon
7960,2:11:02,Minato Oishi,JPN,19.05.1988,13,Chicago,13.10.2019,Men,Marathon
7960,2:11:02,Olonbayar Jamsran,MGL,01.08.1993,10,Seoul,17.04.2022,Men,Marathon
7960,2:11:02,Samuel Demie,ETH,01.01.1986,2,Lyon,06.10.2013,Men,Marathon
7960,2:11:02,Patrick Tiernan,AUS,11.09.1994,16,Chicago,09.10.2022,Men,Marathon
7960,2:11:02,Edwin Kimaiyo,KEN,02.09.1986,5,München,09.10.2022,Men,Marathon
7960,2:11:02,Cristhian Zamora,URU,15.01.1991,32,Sevilla,19.02.2023,Men,Marathon
7960,2:11:02,Silas Muturi,KEN,01.01.1984,14,Seoul,19.03.2023,Men,Marathon
7960,2:11:02,Fikru Feyisa,ETH,19.10.1996,5,Xiamen,02.04.2023,Men,Marathon
7960,2:11:02,Felix Kirwa,KEN,08.10.1995,1,Yichang,30.04.2023,Men,Marathon
7960,2:11:02,Gadisa Tajebe,ETH,23.09.1999,3,Chengdu,29.10.2023,Men,Marathon
7960,2:11:02,Tom Thurley,GER,13.09.1993,6,Friedrichswall,12.04.2026,Men,Marathon
7960,2:11:02,Victor Kiplangat,UGA,10.11.1999,5,Mumbai,18.01.2026,Men,Marathon
7960,2:11:02,Elisha Rotich,KEN,12.04.1990,1,Kobe,16.11.2025,Men,Marathon
7960,2:11:02,Godwin Katakura,ZIM,18.04.2000,1,Durban,04.05.2025,Men,Marathon
7960,2:11:02,Hillary Kipchumba,KEN,25.11.1992,6,Mersin,15.12.2024,Men,Marathon
7960,2:11:02,Hesiquio Flores,MEX,12.08.1993,45,Valencia,01.12.2024,Men,Marathon
7960,2:11:02,Abe Gashahun,ETH,20.04.1998,19,Dubai,24.01.2020,Men,Marathon
7960,2:11:02,Mekubo Mogusu,KEN,25.12.1986,14,Tokyo,24.02.2013,Men,Marathon
7960,2:11:02,Motlokoa Nkhabutlane,LES,15.11.1984,4,Cape Town,18.09.2016,Men,Marathon
7960,2:11:02,Solomon Bushendich,KEN,10.01.1984,4,Shanghai,04.12.2011,Men,Marathon
7960,2:11:02,Richard Limo,KEN,18.11.1980,2,Reims,21.10.2012,Men,Marathon
7960,2:11:02,Tommy Persson,SWE,23.12.1954,1,Cleveland,16.11.1980,Men,Marathon
7960,2:11:02,Massimo Magnani,ITA,04.10.1951,9,Hiroshima,14.04.1985,Men,Marathon
7960,2:11:02,Cornelius Lambregts,NED,04.08.1958,3,Rotterdam,20.04.1985,Men,Marathon
7960,2:11:02,Tomio Sueyoshi,JPN,05.02.1959,5,Tokyo,10.02.1991,Men,Marathon
7960,2:11:02,Wan-Ki Kim,KOR,08.07.1968,1,Chuncheon,03.11.1991,Men,Marathon
7960,2:11:02,Paulo Guerra,POR,21.08.1970,6,Berlin,20.09.1998,Men,Marathon
7960,2:11:02,Abdelfattah Aitzouri,MAR,06.06.1970,2,Marrakech,31.01.1999,Men,Marathon
7960,2:11:02,Mohamed Ezzher,FRA,26.04.1960,7,Paris,09.04.2000,Men,Marathon
7960,2:11:02,Habtamu Bekele Negassa,ETH,30.04.1978,3,Dubai,10.01.2003,Men,Marathon
7960,2:11:02,Grigoriy Andreyev,RUS,07.01.1976,10,Frankfurt,28.10.2007,Men,Marathon
7960,2:11:02,Seiji Kobayashi,JPN,03.01.1977,7,Tokyo,17.02.2008,Men,Marathon
7960,2:11:02,David Maiyo Chirchir,KEN,05.11.1976,2,Trieste,04.05.2008,Men,Marathon
7960,2:11:02,Julius Nderitu,KEN,07.10.1979,1,Buenos Aires,13.10.2013,Men,Marathon
7960,2:11:02,Robert Ndiwa,KEN,27.04.1989,6,Torino,13.11.2011,Men,Marathon
8007,2:11:03,Feysa Bekele,ETH,04.08.1983,8,Seoul,16.03.2014,Men,Marathon
8007,2:11:03,Tilahun Ayele Tariku,ETH,12.02.1991,2,Fuzhou,15.12.2019,Men,Marathon
8007,2:11:03,Getaye Gelaw,ETH,12.11.1990,6,Castellón,16.02.2020,Men,Marathon
8007,2:11:03,Tom Gröschel,GER,25.08.1991,26,Valencia,05.12.2021,Men,Marathon
8007,2:11:03,James Ngandu,KEN,02.04.1990,1,Houston,16.01.2022,Men,Marathon
8007,2:11:03,Peter Kiprotich Cherus,KEN,27.02.1979,2,Toronto,28.09.2008,Men,Marathon
8007,2:11:03,Joseph Ngeny Kiprotich,KEN,20.07.1977,5,Dubai,12.01.2007,Men,Marathon
8007,2:11:03,Erick Wainaina,KEN,19.12.1973,8,Tokyo,08.02.2004,Men,Marathon
8007,2:11:03,Masayoshi Koide,JPN,06.11.1972,7,Otsu,03.03.2002,Men,Marathon
8007,2:11:03,Abdi-Hakin Ulad,DEN,14.06.1991,7,Fukuoka,01.12.2019,Men,Marathon
8007,2:11:03,Takahiro Sunada,JPN,19.01.1973,8,Fukuoka,05.12.1999,Men,Marathon
8007,2:11:03,David Richard Nerurkar,GBR,06.01.1964,2,Kyongju,19.03.1995,Men,Marathon
8007,2:11:03,Alessio Faustini,ITA,10.06.1960,1,Torino,20.04.1992,Men,Marathon
8007,2:11:03,Maurilio Castillo,MEX,01.12.1962,4,Tokyo,09.02.1992,Men,Marathon
8007,2:11:03,Bogusław Psujek,POL,22.11.1956,1,Berlin,28.09.1986,Men,Marathon
8007,2:11:03,Waldemar Cierpinski,GDR,03.08.1950,1,Lenin Stadium,01.08.1980,Men,Marathon
8007,2:11:03,Geoffrey Koech,KEN,28.08.1993,6,Barcelona,10.03.2024,Men,Marathon
8007,2:11:03,Hammington Kimaiyo,KEN,02.02.1995,3,Venezia,26.10.2025,Men,Marathon
8007,2:11:03,Enyew Nigate,ETH,29.05.2001,5,Málaga,14.12.2025,Men,Marathon
8007,2:11:03,Kenta Fukumura,JPN,07.10.1994,48,Osaka,22.02.2026,Men,Marathon
8007,2:11:03,Oleg Strizhakov,RUS,18.07.1963,4,Rotterdam,23.04.1995,Men,Marathon
8007,2:11:03,Getinet Mele,ETH,06.06.1991,24,Valencia,01.12.2019,Men,Marathon
8007,2:11:03,Nicolás Cuestas,URU,08.12.1986,25,Sevilla,20.02.2022,Men,Marathon
8007,2:11:03,Shoya Osaki,JPN,01.08.1991,6,Gold Coast,02.07.2017,Men,Marathon
8007,2:11:03,Chesari Kirui Jacob,KEN,06.04.1984,11,Frankfurt,26.10.2014,Men,Marathon
8007,2:11:03,Paul Kipkemboi Biwott,KEN,18.04.1978,6,Seoul,14.03.2009,Men,Marathon
8007,2:11:03,Michael Kipyego,KEN,02.10.1983,6,Rotterdam,10.04.2011,Men,Marathon
8007,2:11:03,Thomson Cherogony,KEN,12.11.1978,2,Madrid,17.04.2011,Men,Marathon
8007,2:11:03,Gudisa Shentama,ETH,19.06.1980,1,Hamburg,22.05.2011,Men,Marathon
8007,2:11:03,Haimro Alame,ISR,08.06.1990,23,Valencia,01.12.2019,Men,Marathon
8007,2:11:03,Mulue Andom,ERI,12.10.1991,9,Amsterdam,20.10.2013,Men,Marathon
8007,2:11:03,Luka Rotich,KEN,07.08.1988,3,Casablanca,25.10.2015,Men,Marathon
8007,2:11:03,Yuki Kawauchi,JPN,05.03.1987,13,Berlin,25.09.2016,Men,Marathon
8007,2:11:03,Berga Birhanu Bekele,ETH,20.04.1981,5,Chongqing,23.03.2013,Men,Marathon
8041,2:11:04,Gevin Kerich,KEN,02.02.1995,5,Eindhoven,08.10.2023,Men,Marathon
8041,2:11:04,Tuemay Weldlibanos Tsegay,ERI,20.12.1995,1,Valley Cottage,14.10.2023,Men,Marathon
8041,2:11:04,Emmanuel Oliaulo Ngatuny,KEN,10.10.1992,5,La Rochelle,26.11.2023,Men,Marathon
8041,2:11:04,Isaac Cheluko,KEN,10.12.1998,5,Mersin,10.12.2023,Men,Marathon
8041,2:11:04,Robin Hendrix,BEL,14.01.1995,16,Rotterdam,13.04.2025,Men,Marathon
8041,2:11:04,Teshome Mekonen,USA,05.08.1995,17,Rotterdam,13.04.2025,Men,Marathon
8041,2:11:04,Evans Mayaka,KEN,16.07.1987,1,Cali,04.05.2025,Men,Marathon
8041,2:11:04,Francis Kipketer,KEN,17.04.1976,9,Seoul,03.11.2002,Men,Marathon
8041,2:11:04,Alberto Chaica,POR,17.09.1973,8,Seoul,14.03.2004,Men,Marathon
8041,2:11:04,Fred Kiprop,KEN,03.06.1974,5,Hamburg,23.04.2006,Men,Marathon
8041,2:11:04,Mehdi Frère,FRA,27.07.1996,10,Paris,02.04.2023,Men,Marathon
8041,2:11:04,Asnake Fekadu,ETH,01.01.1982,8,Dubai,18.01.2008,Men,Marathon
8041,2:11:04,Toshihiro Shibutani,JPN,30.08.1962,1,Fukuoka,04.12.1988,Men,Marathon
8041,2:11:04,Fumiaki Abe,JPN,31.07.1958,1,Otsu,10.03.1985,Men,Marathon
8041,2:11:04,Tafese Delelegn,ETH,11.09.1989,4,Taipei City,21.12.2025,Men,Marathon
8041,2:11:04,William Kipsang,KEN,26.06.1977,3,Rotterdam,15.04.2007,Men,Marathon
8041,2:11:04,Amanuel Mesel,ERI,29.12.1990,3,Houston,19.01.2020,Men,Marathon
8041,2:11:04,Jesús Arturo Esparza,MEX,26.08.1990,25,Valencia,01.12.2019,Men,Marathon
8041,2:11:04,José Esteban Montiel,ESP,20.09.1962,4,London,22.04.1990,Men,Marathon
8041,2:11:04,Toshiyuki Hayata,JPN,02.05.1968,8,Fukuoka,05.12.1993,Men,Marathon
8041,2:11:04,Philip Chirchir,KEN,11.03.1968,3,Rotterdam,28.04.1996,Men,Marathon
8041,2:11:04,Diego García,ESP,12.10.1961,7,Berlin,20.09.1998,Men,Marathon
8041,2:11:04,John Moiben,KEN,12.04.1968,6,Amsterdam,15.10.2000,Men,Marathon
8041,2:11:04,Simon Lopuyet,KEN,24.12.1972,3,Hamburg,22.04.2001,Men,Marathon
8041,2:11:04,Migidio Bourifa,ITA,31.01.1969,6,Venezia,28.10.2001,Men,Marathon
8041,2:11:04,Atsushi Ikawa,JPN,13.12.1983,4,Beppu,07.02.2010,Men,Marathon
8041,2:11:04,David Kiprono Langat,KEN,,1,Zürich,11.04.2010,Men,Marathon
8041,2:11:04,Mizuki Higashi,JPN,30.08.1994,29,Tokyo,05.03.2023,Men,Marathon
8041,2:11:04,Japhet Kipkorir,KEN,07.04.1981,1,Melbourne,10.10.2010,Men,Marathon
8041,2:11:04,Ezkyas Sisay,ETH,05.12.1988,8,New York,06.11.2011,Men,Marathon
8041,2:11:04,Jackson Kibet Limo,KEN,01.01.1988,1,Beirut,08.11.2015,Men,Marathon
8041,2:11:04,Ghirmay Ghebreslassie,ERI,14.11.1995,4,Estádio Olímpico,21.08.2016,Men,Marathon
8041,2:11:04,Robert Chemonges,UGA,15.10.1997,7,Ljubljana,30.10.2016,Men,Marathon
8041,2:11:04,Takuya Noguchi,JPN,02.07.1988,15,Tokyo,26.02.2017,Men,Marathon
8041,2:11:04,Kohei Matsumura,JPN,05.11.1986,5,Otsu,05.03.2017,Men,Marathon
8041,2:11:04,Eliud Kariuki,KEN,,4,Chuncheon,29.10.2017,Men,Marathon
8041,2:11:04,Wycliffe Biwott,KEN,05.05.1988,1,Marrakech,28.01.2018,Men,Marathon
8041,2:11:04,Victor Kiplimo,KEN,01.01.1990,2,Copenhagen,19.05.2019,Men,Marathon
8041,2:11:04,Khoarahlane Seutloali,LES,30.03.1992,5,Cape Town,15.09.2019,Men,Marathon
8041,2:11:04,John Kemboi Kibowen,KEN,21.04.1969,14,Paris,06.04.2008,Men,Marathon
8041,2:11:04,Dadi Yami Gemeda,ETH,01.01.1982,9,Eindhoven,09.10.2011,Men,Marathon
8082,2:11:05,Kazutoshi Takatsuka,JPN,08.08.1976,8,Tokyo,17.02.2008,Men,Marathon
8082,2:11:05,Hillary Bett,KEN,01.01.1980,3,Torino,15.04.2007,Men,Marathon
8082,2:11:05,Moses Kigen Kipkosgei,KEN,10.01.1983,3.0,Nairobi,28.10.2012,Men,Marathon
8082,2:11:05,Vincent Kiplagat Mitei,KEN,10.08.1984,3.0,Ottawa,27.05.2012,Men,Marathon
8082,2:11:05,Bekana Daba,ETH,29.07.1988,1.0,Hangzhou,18.11.2012,Men,Marathon
8082,2:11:05,Abdellatif Meftah,FRA,03.01.1982,10.0,Frankfurt,27.10.2013,Men,Marathon
8082,2:11:05,Haile Bekuma,ETH,14.03.1990,3.0,Košice,04.10.2015,Men,Marathon
8082,2:11:05,Serhiy Lebid,UKR,15.07.1975,8.0,Ljubljana,30.10.2016,Men,Marathon
8082,2:11:05,Yuki Takamiya,JPN,02.12.1987,16.0,Tokyo,26.02.2017,Men,Marathon
8082,2:11:05,Suehiro Ishikawa,JPN,27.09.1979,6.0,Otsu,05.03.2017,Men,Marathon
8082,2:11:05,Emmanuel Oliaulo Ngatuny,KEN,10.10.1992,2.0,Linz,09.04.2017,Men,Marathon
8082,2:11:05,Daichi Kamino,JPN,13.09.1993,8.0,Tokyo,03.03.2019,Men,Marathon
8082,2:11:05,Tadesse Tolesa Aredo,ETH,07.01.1988,4.0,Roma,18.03.2012,Men,Marathon
8082,2:11:05,Nathan Martin,USA,18.12.1989,9.0,Chandler,20.12.2020,Men,Marathon
8082,2:11:05,Moses Kiptoo,KEN,08.08.1991,1.0,Kuala Lumpur,13.11.2022,Men,Marathon
8082,2:11:05,Teshome Mekonen,USA,05.08.1995,3.0,Houston,15.01.2023,Men,Marathon
8082,2:11:05,Byambajav Tseveenravdan,MGL,07.07.1990,15.0,Seoul,19.03.2023,Men,Marathon
8082,2:11:05,Abdi Kebede,ETH,11.09.1997,4.0,Shenzhen,03.12.2023,Men,Marathon
8082,2:11:05,Martin Cheruiyot,KEN,01.01.1986,2.0,Genève,05.05.2024,Men,Marathon
8082,2:11:05,Shadrack Kipchirchir,USA,22.02.1989,16.0,Chicago,13.10.2024,Men,Marathon
8082,2:11:05,Tendai Zimuto,ZIM,25.07.1995,32.0,Sevilla,23.02.2025,Men,Marathon
8082,2:11:05,Suyume Diriba,ETH,,8.0,Riyadh,31.01.2026,Men,Marathon
8082,2:11:05,Minho Park,KOR,23.01.1999,18.0,Seoul,15.03.2026,Men,Marathon
8082,2:11:05,Emmanuel Roudolff,FRA,30.07.1995,27.0,Valencia,05.12.2021,Men,Marathon
8082,2:11:05,Ser-Od Bat-Ochir,MGL,07.10.1981,2.0,Oita,05.02.2012,Men,Marathon
8082,2:11:05,Stephen Chebogut,KEN,09.01.1985,1.0,Istanbul,11.11.2012,Men,Marathon
